lat, lon, stpnm, stpid, grp
40.44143299999897, -79.75363600000077, OLD WM PENN HWY + WILLIAMSBURG DR, 13504, 5
40.442898000000945, -79.75624900000157, OLD WM PENN HWY + #4533, 13505, 5
40.44384899999919, -79.7576710000008, OLD WM PENN HWY + GOOD SHEPHERD, 13506, 5
40.442447999998926, -79.76020800000026, HAYMAKER RD + CLOVER DR, 13507, 5
40.43585799999882, -79.87169399999979, ARDMORE BLVD + MARLBORO FS, 18508, 5
40.43970300000097, -79.87835000000115, SOUTH AVE + SWISSVALE, 7796, 5
40.44352799999906, -79.88697599999924, HAY ST RAMP + INBOUND SHELTER, 16014, 5
40.446630000001186, -79.88847500000091, EAST BUSWAY + WILKINSBURG STATION D, 16118, 5
40.452929000000346, -79.89889700000168, EAST BUSWAY + HOMEWOOD STATION D , 16119, 5
40.45953900000039, -79.92276699999994, EAST BUSWAY + EAST LIBERTY STATION D , 16120, 5
40.45670499999919, -79.93262200000012, EAST BUSWAY + NEGLEY STATION D , 16121, 5
40.45936200000013, -79.96661300000164, EAST BUSWAY + HERRON STATION D, 16122, 5
40.44402199999966, -79.99205200000047, EAST BUSWAY + PENN STATION C, 1407, 5
40.44341699999901, -79.99645100000087, LIBERTY AVE + SMITHFIELD ST, 1408, 5
40.442792000000765, -79.99860999999859, LIBERTY AVE + TITO WAY, 15266, 5
40.442126999999374, -80.0013959999996, LIBERTY AVE + 6TH ST NS, 22256, 5
40.44079199999867, -80.00065799999945, FIFTH AVE + WOOD ST, 20690, 5
40.4401209999985, -79.99883799999887, FIFTH AVE + SMITHFIELD ST, 20691, 5
40.44009399999881, -79.99623199999974, GRANT ST + OLIVER, 5564, 5
40.44278700000095, -79.99430100000117, GRANT ST + 7TH AVE FS, 15474, 5
40.44423700000029, -79.99150399999935, EAST BUSWAY + PENN  STATION B, 5124, 5
